id,brand,model,model_year,milage,fuel_type,engine,transmission,price
601,Land Rover,Rover Range Rover Velar P250 S R-Dynamic,2020.0,10500.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,45000
602,Land Rover,Rover Range Rover Velar P250 S R-Dynamic,2018.0,41550.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,30000
603,FORD,Transit-350 Base,2016.0,105760.0,,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,37899
604,,S-Class S 560 4MATIC,2022.0,13700.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,44600
605,Cadillac,XT6 Sport AWD,2021.0,37366.0,Gasoline,3.6L V6 24V GDI DOHC,Automatic,73600
606,,Bronco Outer Banks Advanced,2023.0,1025.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,45000
607,Ford,,2022.0,31500.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,56900
608,,Durango SRT 392,2022.0,31917.0,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,44900
609,Kia,Sportage Nightfall,2019.0,38012.0,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic,45770
610,Chrysler,,2004.0,152000.0,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,6450
611,Mercedes-Benz,G-Class G 550 4MATIC,2021.0,6682.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,279950
612,Lexus,,,61773.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,29995
613,Mercedes,AMG G 63 Base,2017.0,24500.0,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,64000
614,RAM,2500 Big Horn,2021.0,57300.0,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,43640
615,RAM,,2016.0,49750.0,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,35000
616,Maserati,GranTurismo Base,2008.0,53500.0,Gasoline,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,60000
617,Land Rover,Rover Range Rover Sport HSE Dynamic,2019.0,58000.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,28000
618,McLaren,720S Performance,2018.0,12985.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,173995
619,Jaguar,,2020.0,54000.0,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,62000
620,Audi,A4 2.0T Premium,2012.0,68000.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,18500
621,Mercedes,GL-Class GL 450 4MATIC,2018.0,40000.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,43000
622,,Mustang GT Premium,2017.0,52044.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,31500
623,Chevrolet,Silverado 1500 LT Crew Cab,2007.0,167500.0,Gasoline,295.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,10995
624,,SLK-Class SLK 350,2008.0,120800.0,,,7-Speed A/T,14900
625,Dodge,Ram 1500 ST,2007.0,148000.0,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,5800
626,Audi,A3 2.0T Premium,2018.0,56856.0,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,69995
627,BMW,330 i,2019.0,45791.0,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,25000
628,Cadillac,Escalade Sport Platinum,2018.0,44000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,116999
629,Ford,F-150 Lariat,2021.0,84351.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,23998
630,Audi,A3 2.0T Tech Premium,2018.0,72865.0,,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,21000
631,Porsche,Macan S,2018.0,48000.0,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,33490
632,Lexus,GX 470 Base,2004.0,96700.0,Gasoline,263.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,23500
633,,M235 i,,12000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,42500
634,,CX-5 Touring,2015.0,122000.0,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,23000
635,Porsche,911 Carrera 4S Cabriolet,2006.0,2300.0,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,99750
636,Porsche,911 Carrera C2S,2004.0,20500.0,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,46900
637,Volkswagen,Golf GTI 2.0T SE 4-Door,2018.0,72393.0,,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,32000
638,RAM,,2019.0,,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,43449
639,Chevy,Silverado 1500 W/T,2016.0,66770.0,Gasoline,5.3L V8 16V GDI OHV,6-Speed Automatic,15550
640,FORD,Fusion Hybrid SE,2017.0,96419.0,Hybrid,,A/T,18500
641,,,2018.0,6483.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,59950
642,BMW,340 i,2016.0,79950.0,,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,19995
643,Toyota,Tundra Limited,2020.0,61494.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,34084
644,Land,Rover Range Rover Velar R-Dynamic SE,2022.0,17836.0,Gasoline,2.0 Liter,Automatic,38298
645,Ford,,2016.0,,,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,10500
646,Land,,2015.0,76000.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,13980
647,,XC90 3.2 Premier Plus,2013.0,110000.0,,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,15550
648,,F-150 Lariat,2013.0,81000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,22800
649,Cadillac,CTS 3.6L Premium,2019.0,23000.0,Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,32000
650,FORD,F-150 XLT,2018.0,51300.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,36000
651,Chevrolet,Camaro 2SS,2022.0,12000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,64995
652,Rolls-Royce,,2022.0,115.0,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,239995
653,Chevy,Camaro 2SS,2017.0,26000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,45000
654,Dodge,Ram 2500 Laramie Quad Cab,2007.0,143000.0,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,8900
655,,GV70 3.5T Sport,2022.0,14750.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,18950
656,,Mustang Premium,2007.0,152270.0,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,7700
657,Audi,A7 3.0T Premium Plus,2016.0,70891.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,28750
658,Land Rover,,2022.0,4900.0,,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,91000
659,,,2012.0,82900.0,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,16750
660,Toyota,Tundra SR5,2022.0,28121.0,Gasoline,3.4L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,62890
661,Chevrolet,Camaro 2SS,2016.0,53900.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,14500
662,Lexus,RX 300 Base,2003.0,149000.0,,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,3999
663,Mazda,Mazda6 i Touring,2016.0,122000.0,,184.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,20000
664,Audi,A8 4.0,2021.0,11089.0,Hybrid,4.0 Liter Twin Turbo,Automatic,89900
665,Porsche,911 Carrera 4S,2015.0,64800.0,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,115999
666,Audi,A6 55 Prestige,2019.0,48000.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,30000
667,,Rover Range Rover 3.0L V6 Supercharged HSE,2017.0,56536.0,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,26990
668,Honda,Civic EX,2004.0,190640.0,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,6299
669,Honda,Pilot EX-L,2011.0,79635.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,20500
670,Porsche,911 Carrera S,2023.0,4786.0,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,74500
671,Lexus,GX 460 Premium,2022.0,16200.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,64250
672,BMW,M4 Base,2017.0,18000.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,53000
673,Maserati,Quattroporte S Q4 GranLusso,2019.0,14750.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,53500
674,Chevrolet,Suburban Premier,2018.0,50000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,25900
675,Land Rover,Rover Range Rover Supercharged LWB,2020.0,64800.0,,,A/T,28900
676,Ford,,,22000.0,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,73000
677,Audi,A4 2.0T Premium,2016.0,83500.0,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,18795
678,FORD,Focus ST Base,2014.0,104500.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,28000
679,Audi,S5 3.0T Premium Plus,2015.0,80300.0,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,17000
680,BMW,528 i,,2000.0,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,25000
681,FORD,Expedition EL Limited,2015.0,,,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,48950
682,RAM,2500 Big Horn,2019.0,83280.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,28324
683,Chevy,Camaro 2LT,2011.0,70000.0,,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,,12500
684,Mercedes-Benz,,2014.0,53500.0,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,59000
685,Mercedes-Benz,E-Class E 400 4MATIC,2013.0,85000.0,Gasoline,329.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,5230
686,Pontiac,Firebird Base,,173456.0,Gasoline,200.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,11000
687,BMW,,2008.0,80000.0,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,23500
688,,Rover Range Rover Sport HSE,2021.0,28000.0,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,45000
689,,Expedition XLT,2021.0,88883.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,68495
690,Chevrolet,,,116210.0,,5.3L V8 16V GDI OHV,6-Speed Automatic,51890
691,Honda,,2008.0,101000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,11500
692,Ford,Mustang GT Premium,2016.0,40570.0,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,36950
693,Ford,F-250 Lariat,2019.0,89500.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,40900
694,Dodge,Challenger SRT Hellcat,2022.0,12700.0,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,41500
695,,528 i xDrive,2015.0,125575.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,26999
696,Audi,S4 3.0T Premium Plus,2015.0,123000.0,,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,13999
697,,Clubman Cooper S ALL4,2018.0,68000.0,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,31000
698,,Continental GT V8,2021.0,12600.0,,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,399900
699,Hyundai,911 Carrera S,2013.0,61600.0,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,71000
700,Mercedes,AMG C 43 Base 4MATIC,2018.0,53401.0,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,23999
701,Dodge,Charger Scat Pack,2019.0,44741.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,47500
702,Tesla,Model Y Long Range,2022.0,4786.0,,425.0HP Electric Motor Electric Fuel System,A/T,86999
703,Mazda,,2021.0,2636.0,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,27875
704,BMW,M340 i xDrive,2022.0,30000.0,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,27900
705,Land Rover,Rover Defender S,2023.0,6204.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,63000
706,FORD,Focus RS Base,2013.0,10500.0,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,21000
707,GMC,Sierra 1500 SLE Crew Cab,2006.0,149460.0,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,8700
708,Alfa,Romeo Stelvio Ti Sport,2020.0,28644.0,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,59980
709,Porsche,,2013.0,65000.0,Gasoline,325.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,33999
710,Audi,A8 4.0T,2016.0,74000.0,,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,21500
711,BMW,640 Gran Coupe i xDrive,2020.0,35003.0,Gasoline,3.0 Liter Turbo,Automatic,38405
712,Porsche,911 Turbo S,2016.0,122961.0,Gasoline,3.8L H6 24V MPFI DOHC,6-Speed Manual,11995
713,GMC,Sierra 1500 Denali,2021.0,51351.0,,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,45900
714,Nissan,Leaf SV PLUS,2023.0,7089.0,,214.0HP Electric Motor Electric Fuel System,1-Speed A/T,9500
715,Ford,Mustang SVT Cobra,2007.0,4000.0,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,M/T,139000
716,Ford,,2022.0,24500.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,105000
717,,1500 Longhorn,2020.0,41000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,53500
718,Mercedes,,2019.0,9949.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,254900
719,Toyota,,2022.0,23677.0,,3.5L V6 24V PDI DOHC,8-Speed Automatic,44596
720,Ford,Focus SE,2017.0,104733.0,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,13600
721,Lexus,GX 460 Base,2020.0,30301.0,Gasoline,4.6L V8 32V MPFI DOHC,7-Speed Automatic,57480
722,Toyota.,Matrix XR,2003.0,173452.0,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,7999
723,Tesla,Model Y Long Range,2023.0,915.0,,425.0HP Electric Motor Electric Fuel System,A/T,59950
724,Acura,,2006.0,77750.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,23000
725,Audi,,2012.0,111773.0,Gasoline,,A/T,11000
726,FORD,,2017.0,75466.0,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,21000
727,Ford,F-250 LARIAT,2017.0,44261.0,Diesel,Intercooled Turbo Diesel V-8 6.7 L/406,Automatic,51598
728,MINI,,2014.0,91877.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,18900
729,Lexus,,2012.0,143500.0,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,11400
730,Mercedes-Benz,S-Class S 580 4MATIC,2023.0,1295.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,239995
731,Volvo,C70 T5,2008.0,103000.0,,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,13500
732,FORD,Expedition Max King Ranch,2019.0,5968.0,,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,93999
733,,CLK-Class CLK 350,2015.0,58800.0,,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,15400
734,Toyota,4Runner SR5,2014.0,124756.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,,16995
735,Land Rover,Rover Discovery HSE LUXURY,2017.0,115550.0,,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,23000
736,Hyundai,Genesis 3.8,2022.0,1300.0,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,48000
737,Chevrolet,Equinox LT,,131100.0,Gasoline,264.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,13500
738,Porsche,,,66000.0,Gasoline,275.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,11500
739,Subaru,,2004.0,59500.0,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,16500
740,Chevrolet,Suburban 2500,2005.0,,Gasoline,295.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,9900
741,Audi,Q7 55 Prestige,2021.0,26293.0,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,46552
742,Mercedes,C-Class C300 4MATIC,2019.0,29136.0,Gasoline,3.0 Liter Turbo,Automatic,42998
743,Mercedes-Benz,C-Class C 300,2013.0,62600.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,23000
744,Dodge,Dakota SLT Quad Cab,2006.0,170000.0,,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,6500
745,Audi,RS 7 4.0T Prestige,2018.0,4126.0,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,166900
746,Chevrolet,Camaro 2SS,2018.0,79000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,29999
747,Toyota.,Tacoma TRD Sport,2020.0,42246.0,Gasoline,3.5 Liter,Automatic CVT,41999
748,INFINITI,QX80 Luxe,2020.0,60000.0,,,A/T,29500
749,,Murano SL,2008.0,160000.0,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10500
750,,C-Class C 300 4MATIC Sport,2017.0,62378.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,,23900
751,Chevrolet,Suburban Z71,2023.0,2043.0,,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,51000
752,Honda,Civic LX,2003.0,111000.0,Gasoline,115.0HP 1.7L 4 Cylinder Engine Gasoline Fuel,M/T,11500
753,,Explorer Limited,2015.0,116226.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,8500
754,Mercedes,CLA-Class CLA 250,2016.0,42750.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19600
755,Honda,Accord EX-L,2008.0,156856.0,Gasoline,190.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,7100
756,BMW,535 i xDrive,2016.0,69700.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,17000
757,,Civic LX,2012.0,41650.0,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,9000
758,,Firebird Trans Am,2001.0,150000.0,,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,2000
759,GMC,Sierra 2500 Denali,2017.0,86000.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,62000
760,,Grand Cherokee L Limited,2020.0,43671.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,26772
761,,GLC 300 Base 4MATIC,2023.0,8457.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic with Auto-Shift,116999
762,Lincoln,Navigator L Select,2016.0,115600.0,Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,29900
763,,Tacoma TRD Sport,2016.0,42245.0,Gasoline,3.5 Liter,Automatic,46598
764,Toyota,Land Cruiser Base,2016.0,61000.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,29000
765,Ford,F-150 XLT,2018.0,65441.0,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,25925
766,,Tacoma Double Cab,2007.0,123921.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,9975
767,Mercedes,AMG G 63 Base,2017.0,67000.0,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,44850
768,Mercedes,GLC 300 GLC 300,2022.0,10431.0,,2.0 Liter Turbo,Automatic,20199
769,Ford,Transit Connect XLT,2016.0,112000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,19000
770,FORD,Expedition Limited,2021.0,39611.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,50204
771,Lexus,IS 350 Base,2012.0,125519.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,,18000
772,INFINITI,QX60 Base,2016.0,91239.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,13500
773,Jeep,Wrangler Unlimited Rubicon,2016.0,,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,32950
774,Toyota.,4Runner SR5 Premium,2014.0,142500.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,22500
775,Subaru,Outback 2.5i Limited,2015.0,157530.0,Gasoline,173.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic CVT,12433
776,BMW,435 i,2013.0,39000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,21000
777,Chevrolet,Avalanche 1500 LTZ,2008.0,138450.0,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,9000
778,Ford,,2019.0,81778.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,26125
779,Lincoln,MKZ Reserve I,2019.0,37100.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,26500
780,Nissan,350Z Enthusiast,2008.0,117200.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,10500
781,Audi,RS 7 4.0T Prestige,2015.0,58600.0,Gasoline,560.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,53900
782,Chevy,Corvette Stingray Z51,2018.0,68816.0,Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,26485
783,Chevy,Corvette Base,2004.0,159890.0,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,15000
784,Ford,Explorer XLT,2017.0,169000.0,,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,18000
785,Tesla,Model X Long Range,2020.0,6700.0,,778.0HP Electric Motor Electric Fuel System,A/T,28500
786,Porsche,,,,Gasoline,3.0 Liter Turbo,Automatic,34999
787,Jeep,Wrangler Unlimited Sport,2013.0,94500.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,26500
788,Chevy,Camaro 1SS,2021.0,11200.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,97555
789,Mazda,Mazda3 i Touring,2016.0,,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,19500
790,Ford,Transit Connect XL w/Rear Symmetrical Doors,,74000.0,Gasoline,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,24999
791,,,2008.0,212000.0,Gasoline,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,10900
792,,1500 Laramie,2021.0,15882.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,49999
793,Hyundai,Santa Fe SEL,2021.0,4285.0,Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,39687
794,Jeep,Wrangler Unlimited Sport S,2018.0,8100.0,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,28900
795,GMC,Sierra 1500 SLT,2020.0,23400.0,,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,44850
796,Chevrolet,Suburban LT,2018.0,20200.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,27000
797,,,2022.0,7661.0,,Electric,M/T,68969
798,Dodge,Durango R/T,2016.0,148000.0,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,15000
799,Jaguar,XF 25t Premium,2019.0,,Gasoline,,9-Speed A/T,39500
800,Porsche,Cayenne Diesel,2011.0,,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,8999
801,Ford,F-150 Lariat,2013.0,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,15500
802,Porsche,911 Carrera S,2018.0,36100.0,Gasoline,430.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,38900
